Column1,new,
網拍賣家通知：不好意思，工讀生把您的訂單誤植為批發商，會扣款12次。, 這是典型的「網拍誤植批發」詐騙電話，千萬不要點任何對方傳來的連結，也不要提供信用卡資料或轉帳給對方。  請直接掛斷電話，並到原本購物的正規平台查詢訂單狀態，或聯絡該平台的官方客服確認，絕對不要理會對方。,100
我是蝦皮資安人員，發現有駭客正在嘗試更改您的銀行帳號，請立刻攔截。, 這是典型的蝦皮假冒詐騙電話，千萬不要相信或照對方指示操作！  請直接掛斷電話，並立刻打蝦皮官方客服 02-6636-6566 確認，絕對不要點任何對方傳的連結或提供驗證碼、銀行資料。,0
你好，我是網拍小幫手，因為訂單誤植為12期分期，請依照指示解除。, 這是經典的「網拍分期詐騙」！請這樣處理：直接掛斷電話，千萬不要點任何對方傳來的連結、不要照對方的指示操作ATM或手機銀行，也不要提供任何簡訊驗證碼。  之後自己打開你原本購物的平台App或官網，進「訂單查詢」確認分期狀況，若真的有問題再聯絡平台官方客服，絕對安全！,100
我是台電通知，您的電費沒繳，請按0轉接客服。, 這是常見的台電詐騙電話，正規台電絕對不會用電話要求你「按0轉接客服」繳費。  請直接掛斷電話，千萬不要按任何數字，然後撥打台電真正客服1911或165反詐騙專線查證即可。,0
我是亞馬遜安全部門，您的帳號有一筆異常的高額訂單，請確認是否為盜刷。, 這是典型的亞馬遜詐騙電話，亞馬遜絕對不會用電話要求你確認訂單或提供個資。  請直接掛斷電話，然後自行登入亞馬遜官網或App檢查訂單紀錄，千萬不要按任何數字或照對方指示操作。,100
您的網購訂單因為沒有通過實名認證，現在帳號被凍結，請提供個資解鎖。, 這是典型的假網購平台詐騙電話，千萬不要提供任何個資或點擊對方傳的連結。正確做法只有一句話：直接掛斷電話，然後自己登入原本購物的官方App或網站查看訂單狀態，絕對不要理會對方。記住：真正的電商或物流絕不會用電話要求你「提供個資解鎖帳號」。,100
您的Line Pay帳戶出現異常登入，為了防止盜刷，請提供剛剛收到的六位數驗證碼。, 這是典型的「假 Line Pay 異常登入」詐騙，絕對不要提供任何驗證碼！  正確做法：直接掛斷電話，然後自己打開 Line App，用原本的手機號碼或密碼正常登入，系統若真的有問題會直接在 App 內跳出通知，官方永遠不會打電話叫你念出驗證碼。,100
相信我一次，我不會拿自己的信譽開玩笑，這檔股票絕對會噴。, 遇到這種「保證一定噴」「相信我一次」「我拿信譽擔保」的股票投資電話，直接掛斷並拉黑，這就是最典型的詐騙集團話術，臺灣常見的「老師帶你賺大錢」殺豬盤前奏，千萬不要回覆、不要加LINE，保護自己最重要！,100
你好，我是虛擬貨幣投資顧問，現在比特幣大跌是進場好時機。, 這是典型的虛擬貨幣投資詐騙電話，臺灣常見的「假投資顧問」手法，直接掛斷並拉黑號碼，千萬不要點任何連結或加入LINE群組。  正規投資不會用電話隨機推銷「現在大跌就是好時機」，遇到這種話術記得立刻停止對話。,100
只要拉三個朋友進來投資，你就可以升級成鑽石會員，領取更高的佣金。, 這是典型的「拉人頭」傳銷詐騙，千萬不要相信，也不要拉任何親友進去！  直接掛斷電話、拉黑號碼，並向165反詐騙專線或警察局檢舉，保護自己也保護身邊的人。,100
您的虛擬貨幣錢包涉及黑錢，請將幣轉到我們的審查地址。, 這是典型的虛擬貨幣「洗錢審查」詐騙，絕對不要轉任何幣！  請立刻掛斷電話、截圖來電紀錄，並向165反詐騙專線或刑事局165反詐騙專區檢舉，保護自己也保護別人。,100
我們需要你幫忙代操股票，虧損算公司的，賺錢分你一成。, 這是典型的「假投資詐騙」話術，會先讓你小賺誘導你加碼，最後把本金全部騙走。  請直接掛斷電話、拒絕加入任何LINE群組或下載不明App，並立刻向165反詐騙專線檢舉。,100
為了我們結婚的夢想，你要勇敢一點，去貸款來投資也是值得的。, 如果接到這種電話，千萬不要相信！  正確做法只有一句話：「這100%是詐騙，立刻掛斷並拉黑對方，絕對不要貸款或匯任何錢給他。」  記住，真心愛你的人永遠不會叫你借錢去「投資」給他，臺灣常見的「殺豬盤」就是用結婚夢想當誘餌，保護自己最重要！,100
我們是海外知名的外匯交易平台，現在開戶入金就送你一千美金的體驗金。, 這是典型的詐騙電話，臺灣常見的「假投資平台送體驗金」手法。  請直接掛斷並拉黑，絕對不要點任何連結或匯款，遇到類似來電可撥165反詐騙專線檢舉。,100
我們發現博弈網站的後台有漏洞，只要跟著我們的程式下注，絕對穩賺不賠。, 這是典型的「博弈穩賺程式」詐騙！  請立刻掛斷電話、不要點任何連結、不要下載任何App，也千萬不要轉帳或提供帳號，直接向警方反詐騙專線165或臺灣網路詐騙防制中心（tfc-taiwan.org.tw）檢舉即可。,0
我是交易所客服，因為您的操作涉及洗錢，我們必須暫時保管您的資金。, 這是標準的「假交易所客服」詐騙，目的是誘導你轉帳到所謂「安全帳戶」或交出帳戶控制權。正確做法只有一句話：立刻掛斷電話，絕不點任何連結、不轉帳、不給驗證碼，然後直接撥打該交易所的官方客服電話（從官網查詢）確認，或撥165反詐騙專線求證。千萬別相信對方說的「暫時保管資金」，那是騙子專用話術！,100
我們是代操公司，虧損由公司吸收，獲利我們五五分帳，你完全沒風險。, 這是典型的投資詐騙話術！「公司吸收虧損、五五分帳、完全沒風險」是詐騙集團最常用的誘餌。正確做法只有一句話：立刻掛斷電話、封鎖號碼，絕對不要加任何LINE或點任何連結，也千萬別匯款或給個資，臺灣根本沒有合法的代操公司會這樣找你。,100
,167,
